Date;username;name;tweet;replies_count;retweets_count;likes_count
2022-11-11 06:30:29 SE Asia Standard Time;tricksterlatte;Parker ?;"Goro's CTJ romance struggle was not understanding his feelings or how to admit them. Akira's struggle will be more related to mental health and his lack of purpose, but he does go from ""I love him"" to ""I really DO love him...oh my god."" I'm looking forward to that #ctjbloopers";1;0;4
2022-11-11 06:30:23 SE Asia Standard Time;rustyjest;Rusty James ... Arrest Trump;My volume of blocks climbs exponentially every day. Which is why I don't expect to be here much longer. My mental health will likely climb exponentially after I leave.;0;0;0
2022-11-11 06:30:21 SE Asia Standard Time;gordonmaybe;Maybe I'm Gordon;"@AmieVarley ""mental health""   it never fails";0;0;0
2022-11-11 06:30:20 SE Asia Standard Time;patriot0213;Dan;@darkbrighte @Catthebookfairy @conmomma @AOC Not true. Transgenderism is a mental health crisis. Those who receive surgery have a higher suicide rate *AFTER* surgery. Those who receive mental health treatment before surgery often change their mind and live with mental clarity. It’s clearly a better choice than a dick saw;1;0;2
2022-11-11 06:30:17 SE Asia Standard Time;oneusloop;oneus loops;WHAT ABOUT MY MENTAL HEALTH??!  https://t.co/8Aztx5mBcG;0;73;265
2022-11-11 06:30:17 SE Asia Standard Time;stephaniejaneg6;Stéphanie Dit….?????????;@McCroskey123 @saturninhabitan @serenajazmine As I said you know nothing about trans healthcare, because if you did, you’d know Gender Dysphoria ISN’T a mental health issue.  But, I suspect you already knew that! That’s why you’re a transphobic bigot!;0;0;0
2022-11-11 06:30:14 SE Asia Standard Time;stuflavell;Migrant;@pgessing 'Welfare' is a very broad brush, by the above definition, from Temporary Assistance to Needy Families to the Earned Income Tax Credit. I have friends who took advantage of Medicaid expansion to get needed mental health care, then could return to work. Great stuff. More than one.;0;0;0
2022-11-11 06:30:13 SE Asia Standard Time;barewelltherapy;bareWell;Life transitions can be overwhelming. Let's normalize the struggle of growth.    https://t.co/KSUraTxUbl   #growth #growing #grounded #mindful #thoughts #rationalthoughts #selflove #productive #mentalhealth #copingskills #breakingcycles #selfhelp #awareness  https://t.co/nzSOYGYKuJ;0;0;1
2022-11-11 06:30:13 SE Asia Standard Time;siksika_nation;Siksika Nation;"Community Mental Health &amp; Wellness and SN7 collaborate to implement adaptive recreation programs. First up is 6 weeks of adaptive lacrosse.  Read More:  https://t.co/CnxEpX63Ld  https://t.co/CugqbIsihH";0;4;11
2022-11-11 06:30:12 SE Asia Standard Time;semphn;SE Melbourne PHN;We will remember them. If you have served at least one day in the Australian Defence Force (ADF), including reservists, several options are available to support your mental health and wellbeing:  https://t.co/N258wcKIla  https://t.co/i5i3B0FB68;0;0;0
2022-11-11 06:30:11 SE Asia Standard Time;drhowieknoff;Dr. Howie Knoff, Proj ACHIEVE Educat'l Solutions;"Student Discipline Problems are UP w/others showing Social-Emotional &amp; Mental Health Challenges! New Blog identifies the THREE KEYS to address these concerns &amp; their academic impacts. See the BONUS Link to an EducationTalk Radio Interview on this topic.  https://t.co/4veNR2QfkZ  https://t.co/agO6Z7FH9l";0;0;0
2022-11-11 06:30:09 SE Asia Standard Time;psjaisd;PSJA ISD;"Check out the highlights as we kicked off our 2022 Law Enforcement &amp; Mental Health Institute!  Students got to hear from officers &amp; licensed Psychologist, ask questions &amp; even got to witness the landing and take-off of a helicopter.  Watch the full video:  https://t.co/8p7lqLud0d  https://t.co/Rqxx3n9H1x";0;1;4
2022-11-11 06:30:07 SE Asia Standard Time;cal_hhs;CA Health & Human Services;"These investments align with California’s Master Plan for Kids’ Mental Health, a comprehensive approach to ensure all CA kids, parents &amp; communities have increased access to mental health &amp; substance use services.  For more information:  https://t.co/WukkghCnjD";1;0;0
2022-11-11 06:30:06 SE Asia Standard Time;j_bwp;Jamie;@JoeStephenson96 Just say you like mental health and move on;0;0;6
2022-11-11 06:30:05 SE Asia Standard Time;lifetwt_;lifetwt;Mental Health Check #lifetwtcheckpoint  ?? I'm full of love ?? I'm feeling confident ?? I'm happy ?? I'm healing ? I'm fine, I guess ?? feeling anxious ?? feeling sad/upset ?? feeling angry/irritated ?? need someone to talk to ?? struggling to function ? I need help  11-11;0;1;1
2022-11-11 06:30:04 SE Asia Standard Time;faronle;Faron;@NekiasNBA Mental health.  https://t.co/fsolJqQQxt;0;2;78
2022-11-11 06:30:03 SE Asia Standard Time;julied58542471;Julie Doherty N.D Health: Life Coach & Author;Healing your Inner Child to hear what your heart has to say: Many of our anxieties and fears come from our inner child rather than our adult self.   https://t.co/5AlFO7I2u6 #healing #livingyourbestlife #optimalhealth #happiness #health #emotionalhealth #mentalhealth  https://t.co/iBCAEeaoFU;0;0;0
2022-11-11 06:30:03 SE Asia Standard Time;theandrewwarner;Andrew Warner ????????;@hussaintausif Perhaps, but in a society where people want people to share their thoughts, feelings etc and not keep things bottled up, especially if it’s a mental health situation, I say share away … never know who it could possibly help at that particular time;0;0;1
2022-11-11 06:30:00 SE Asia Standard Time;menshealthubc;UBC Men’s Health Research Program;"??Interview w/ @drjohnoliffe about men's mental health on @bctoday: ""It's important make space, not to fix the problem necessarily, but to be able to share.""  Tune in for the full interview:  https://t.co/dc8aOlA5xq @MovemberCA @MovemberAUS";0;5;9
2022-11-11 06:29:54 SE Asia Standard Time;safirwho;safir;"i’m still very much alive btw. mental health is dying and me &gt; you";0;0;0
2022-11-11 06:29:53 SE Asia Standard Time;kombo_karl;Kombo Karl;@MeatiHS Mental health is very expensive to buy back.;0;0;1
2022-11-11 06:29:53 SE Asia Standard Time;brettecho;Brett Echo;#vicvoteshealth2022 #Mentalhealth;0;0;0
2022-11-11 06:29:51 SE Asia Standard Time;biscuitfrog;I kneel to ERIC ????;Mental health grounds incoming;0;0;1
2022-11-11 06:29:49 SE Asia Standard Time;ixiaotings;cierra | #1 hiyyih lover ? ??;@Lzaro38892798 @bunnisenpie @itgirlyoungheun what does leia’s mental health have to do with her liking racist stuff about fatou ?? shut up;1;0;1
2022-11-11 06:29:47 SE Asia Standard Time;pamelad_price;Pamela Denise Price;Thank you @HealthyWomen for allowing me to join this important discussion abt #mentalhealth and how we can better support our #servicewomen who want to stay #ReadyHealthyandAble  https://t.co/V4bRIuV7KU;0;0;1
2022-11-11 06:29:45 SE Asia Standard Time;theogshoptweet;B. ??;@Emywinst Hopefully you mean this as in just leaving Twitter. Huge mental health advocate. Please reach out if you're having unsafe thoughts ??;0;0;2
2022-11-11 06:29:44 SE Asia Standard Time;golding_melanie;Melanie Golding;@LisboaYYC @JanisIrwin @AdrianaLaGrange @shandro @JasonCoppingAB They love to toss out words like “mental health supports” thinking if they say it, it just happens. Meanwhile I teach a group of kiddos where 90% are being triaged by myself and coworkers because these mental health supports are nowhere!;1;0;1
2022-11-11 06:29:41 SE Asia Standard Time;tjhenbhd;riya;skipping through every ig story of the baby keem and kendrick concert last night for my mental health ?????  https://t.co/PGy4QuGggK;0;0;0
2022-11-11 06:29:36 SE Asia Standard Time;jennifer_jj;Jennifer Johnston;Trump's come off the hinges completely. If anyone needs evidence for the Demented Dorito's mental health committal hearing, the chaotic word vomit that is his first sentence (and I use that term loosely) should be all the proof a judge needs.   https://t.co/rQ9LrltC0q;0;0;0
2022-11-11 06:29:36 SE Asia Standard Time;wjh23rlh;EvoX;Never been more out of shape mentally since all the help I'm supposedly getting from the government mental health support service. -they are leaving me in tatters;0;0;0
2022-11-11 06:29:27 SE Asia Standard Time;ghostlymime;GhostlyMime;one more month... one more month and this cycle of self worthlessness will be over :'^}  I can't wait to have something close to mental health oh boi !;0;0;0
2022-11-11 06:29:26 SE Asia Standard Time;adrihg03;???? • paro???;"""It's not really a measure of mental health to be well-adjusted in a society that's very sick""  https://t.co/bqKvKG1qpf";0;0;1
2022-11-11 06:29:25 SE Asia Standard Time;douglasheffner1;douglas heffner;@cole_hartigan @MuellerSheWrote Awe, poor KAREN! Please go to your safe space, just thinking about your mental health.;0;0;0
2022-11-11 06:29:24 SE Asia Standard Time;keyiium;amaiya ??;i am so normal. i am completely fine. i am the epitome of stability and good mental health. i;0;0;1
2022-11-11 06:29:21 SE Asia Standard Time;kirksurber;Kirk Surber;"@KingOfSalt4 Take magnesium.   ""The possibility that magnesium deficiency is the cause of most major depression and related mental health problems including IQ loss and addiction is enormously important to public health and is recommended for immediate further study.""  https://t.co/1uZRvf7q85";0;0;0
2022-11-11 06:29:16 SE Asia Standard Time;ventwaly;Aly ~ villain arc;Not to be dramatic but working more than 30 hours a week really affects my mental health negatively  https://t.co/VHkhS6eXXf;0;0;2
2022-11-11 06:29:14 SE Asia Standard Time;hellfirehashira;mik | wakanda forever ????;@antichristwife dm’s are always open for my mutuals lola but twitter is a hellscape so if deactivating is better for the mental health please do it bc your wellbeing is most important ??;0;0;0
2022-11-11 06:29:09 SE Asia Standard Time;racheladamsmith;Rachel #unpaidcarer;They have to plod on. With little or no sleep. Fighting endless battles. Exhausted. But they aren’t allowed to be exhausted or anxious for their loved one. If they are, it’s used against them. “Can’t cope, anxious, needs respite, mental health issue” ??;1;1;20
2022-11-11 06:29:09 SE Asia Standard Time;racheladamsmith;Rachel #unpaidcarer;"There’s not meant to be a stigma attached to mental health but there is when it comes to unpaid carers. Many feel they can’t speak out &amp; get help because they know it will be used against them. The failures of social care &amp; the NHS is being used against parent carers regularly ??";1;5;14
2022-11-11 06:29:08 SE Asia Standard Time;racheladamsmith;Rachel #unpaidcarer;Why do professionals assisting with the care of a person with LD use “it’s their mental health” and/or “it’s the parents mental health” when neither has a mental health diagnosis? Professionals are either inaccurately detailing their condition or making false allegations ??;3;12;43
2022-11-11 06:28:58 SE Asia Standard Time;trexfan2;#ILovetoBoogie;@profsked For my own mental health reasons I am just blocking these right wing pricks. #ToryFascistDictatorship;0;0;0
2022-11-11 06:28:56 SE Asia Standard Time;belikenoah;Noah;My fyp is filled with golden retrievers, beautiful pictures, and verses / prayers.   All i see are joyful things that I can’t compare myself to and seriously so helpful for mental health;0;0;0
2022-11-11 06:28:55 SE Asia Standard Time;olipricebates;PB;Going to the gym is amazing for your mental health.;0;1;17
2022-11-11 06:28:41 SE Asia Standard Time;theo_tj_jordan;Theo Jordan;"""Mental health Anti-racist BLM Intersectional feminist Friend to 2SLGTBQIA+ She/her""  The boxed-set. ???? These people are completely programmed ideological robots, exactly as Yuri described. It is eerie AF.  https://t.co/ZrUM1IpD0q";7;10;34
2022-11-11 06:28:40 SE Asia Standard Time;alonelilwolf77;Lil Wolf;Does anyone want to watch a movie or laugh at some YouTube videos tonight. #mentalhealth #movies #laughter. @gtsbri. @Genovese_777 @kelgarcia72 Join me on Watch2Gether!  https://t.co/ktbD8keXtk;0;0;0
2022-11-11 06:28:32 SE Asia Standard Time;_daisy_brains_;fruits basket lover supreme;genuinely going through it rn with my mental health;0;0;0
2022-11-11 06:28:22 SE Asia Standard Time;fernfolf;FernFolf;@spiritpandasuit If anyone decides to purchase anything on my list you’re more than welcome to even though I don’t expect you to, been having mental health problems so haven’t been able to function enough to buy anything off it…  https://t.co/x1PMOelXvs;0;0;0
2022-11-11 06:28:14 SE Asia Standard Time;onlyorchs;?? ? fan account;@anchum_a it's alright to take a break whenever you need to. your mental health is important, remember that. we're here for you if you ever need someone ! ?a#;0;0;2
2022-11-11 06:28:10 SE Asia Standard Time;thee7z;salem? ? ??;and the rest of em was like “huh… yeah…” like i cant shake all this ass if im sobbing in a fetal position… think of my mental health;0;0;0
2022-11-11 06:28:08 SE Asia Standard Time;stefan_fortig;Stefan ??;@1014Bigmac @OwenTheCat1 @ShapedInternet his real name is Norman iirc. he’s into bodybuilding now i think? it really damaged his mental health because people all over the world thought he was being serious instead of just posting it as satire;1;0;2
2022-11-11 06:28:07 SE Asia Standard Time;raymond_marley6;OKIKIJESU;@only1SamueI @InternetH0F Lucky you underestimate the value of freedom his mental health will never be the same after 20 years in bars;0;0;0
2022-11-11 06:28:00 SE Asia Standard Time;bylilyv;Education4you.online;#Cognitive #Behavioural #Therapy (CBT) Practitioner #Course Become a Certified Cognitive Behavioural Therapy (CBT) Practitioner and elevate your understanding of human behaviour.   https://t.co/GUfImblxIT  #online #udemy #cbt #psychology #mentalhealth #lifestyle  https://t.co/NFHO51clr9;0;0;0
2022-11-11 06:27:37 SE Asia Standard Time;yungdilf42069;the holy clitoris;U don’t understand bro, THIS will be the seasonal plush blanket to change the game for my mental health;0;0;1
2022-11-11 06:27:25 SE Asia Standard Time;tednesna;Ted Nesbitt ??;@TheophanesRex …I see your point on the “non eligibles”. That’s bad. Another gap in the health system that sees those needing mental health help not getting it.;0;0;1
2022-11-11 06:27:22 SE Asia Standard Time;tbird20tv;T-Bird;@janetlange14 @GlowCloudd @USAFAmerican @MadeInTheUSANJ @laurenboebert Oh and the mental health and health of the child or women carrying this thing because more than likely that is how she would feel takes precedence. What is wrong with you? You would sacrifice a living, breathing person to a fetus. You are a murderer of a person.;0;0;0
2022-11-11 06:27:15 SE Asia Standard Time;sc0rsetti;Stephanie Corsetti;Interesting how they talk about him needing to lose his friends, fiancé and support and the detrimental effect that would have. I agree, I think social support is crucial for mental health and well-being, not just for socially acceptable behavior. #FIDLERtrading;0;0;3
2022-11-11 06:27:07 SE Asia Standard Time;missundast00d;MiSs Understood;@TPostMillennial This is the most absurd thing I’ve seen all day. Shame on Ontario! Placing this teacher’s kink fetishes above the mental health of minor students. In.Sane. #ProtectOurChildren;0;0;0
2022-11-11 06:27:02 SE Asia Standard Time;h8dali;dallas alan drake;@Stephen69330887 no prison for non violent crime, let them carry out their sentence at home and continue to work... violent crime, anger management/ mental health support/ rehabilitation  sex crimes and violence against children, firing squad  solved it;1;0;0
2022-11-11 06:26:59 SE Asia Standard Time;lhp64d;Logan - Blizzard Featured Streamer;@logitechc I would love to tag my good friend @TwikTV   He is an Indigenous Australian and a fantastic champion for them taking the time to educate people, who ask, in his streams.   Further, he is a champion of mental health as well.  A strong recommend for #Creators4BIPOC;1;0;2
2022-11-11 06:26:57 SE Asia Standard Time;lendyourvoice2;AVoice4TheVoiceless;Stop the stigma!  Mental health is just as important as physical health.  #mentalhealthmatters #mentalhealthadvocate;1;2;3
2022-11-11 06:26:50 SE Asia Standard Time;reidt0480;Paige Reidt;Read up on exactly how social media has become a social dilemma to mental health!  https://t.co/DECWCdoWJh;1;0;0
2022-11-11 06:26:48 SE Asia Standard Time;grapeloublues;written all over carina's face;don’t let it break your heart actually saved my mental health multiples times lmao;1;0;0
2022-11-11 06:26:44 SE Asia Standard Time;meme49plus9;Meme;@BelDrano @Lord__VoIdemort @Texas_Gal2021 @UnbasedTwink @jessup_sheldon @BetoORourke How about the governor doesn’t cut funding for mental health. How about anyone who’s a danger because of that , can’t get a gun because of red flag laws.;1;0;0
2022-11-11 06:26:38 SE Asia Standard Time;thatbenvibe;Benjamin;"""The pain in my heart""  #Mentalhealth #Follow #Create #Thirstythursdays #Streamer #Gamer #Genshinimpact #PS4 live at  https://t.co/OZrm8d8edV";0;0;2
2022-11-11 06:26:38 SE Asia Standard Time;carsonmaryc;mary carson;"A brilliant article that defines the wrongs &amp; points the way to put them right. Please read and then sign the petition in the thread below  https://t.co/gW68BI1rxJ #mentalhealth";2;2;4
2022-11-11 06:26:38 SE Asia Standard Time;cmhakenora;CMHA Kenora Branch;The North Western Health Unit has launched a telephone survey to learn more about mental health-related perceptions, attitudes, and behaviours in our communities. Results of the survey will be shared in the early new year. Learn more:  https://t.co/s4UjKe5pJX  https://t.co/vAZ1h1V6hD;0;0;0
2022-11-11 06:26:34 SE Asia Standard Time;gem_by_name;Gem;@KensingtonRoyal Teenage mental health awareness. Please see below ??;0;0;0
2022-11-11 06:26:32 SE Asia Standard Time;theyoungrossco;Rossco ?;@Mikeggibbs I'm so happy I am not forced to do anything I don't feel is appropriate. My family's and kids' mental health is better, their social development is getting back on track. I live in Calgary and since the lift have been doing everything. None of my kids are vaxxed, and we're happy!;2;0;10
2022-11-11 06:26:21 SE Asia Standard Time;wichyydear1;????????????????;Mental health ??????????????? ????????????????????????????? ???????????????????????? ????????????????????????????? ?????????????? ??????? ???????????????????????????????????????????????????????????????? ???????????????????????? ?????????????? ??dm ?????? ?????????????????;0;1;0
2022-11-11 06:26:18 SE Asia Standard Time;reinhardt_works;I Am Thor;2.0 - Can we redefine what it means to be a man? #mentalhealth #redefine #psychology #discoveringLifeAfterFailure  https://t.co/YqMIhI7aCy;0;1;2
2022-11-11 06:26:16 SE Asia Standard Time;louises2017;moi it's me;@danny__kruger @DouglasKMurray I would like to say as a person who has suffered mental health all my life that I have cured myself without medication by detoxing with natural foods and eating lots of probiotic foods and eating as nature intended.  Modern medicine is useless and it really annoys me after what;1;0;0
2022-11-11 06:26:16 SE Asia Standard Time;accoon_r;Alert ????????;@TheLionThing And my mentality and inspiration with mental health as well definitely stems from Buddhism too! it's fascinating how it's more of a philosophy and way of viewing life compared to a religion;0;0;1
2022-11-11 06:26:05 SE Asia Standard Time;bpsdinfo;Bethel Park Schools;"BPSD's Student Support Services Dept. sponsors events for district families it calls the Family Engagement Series. Those sessions cover various issues, including testing literacy, mental health &amp; more. Please take a moment to answer the attached survey.    https://t.co/qMmTp1NM5A  https://t.co/vinPFcUZde";0;0;1
2022-11-11 06:26:05 SE Asia Standard Time;therealmrblobby;Mr Blobby;@GBNEWS Well, Dan Wootton puts our country's mental health at risk, as well as encourages incels, so I think I'll pass on listening to him.  After all, he got kicked out of his own country.;0;0;0
2022-11-11 06:26:05 SE Asia Standard Time;kittykai808;KittyKai808;@anuibi @12 All the grown ups around him should’ve protected his mental health esp starting so early. Nobody noticed anything off when he was a child? Hurt people hurt people (in this case a ton of animals too) and thats how trauma becomes intergenerational. I hope Prince can break the cycle;0;0;2
2022-11-11 06:26:01 SE Asia Standard Time;gilmcgowan;Gil McGowan;“They also had elevated risks for problems with lungs, heart, blood, kidneys, diabetes, mental health, bones and muscles, and neurological disorders…”;1;6;27
2022-11-11 06:26:01 SE Asia Standard Time;lisaslk;Lisa Smith;@gera_dev30 Wel did rotations on neuro, surgery, respiratory, MSK orthopaedic,lucky for some pelvic health, peads, mental health.  Physios are everywhere not just MSK Twitter sadly has given a very tiny number of egos a platform.  It doesn't represent the profession attall.Time for change?;0;0;0
2022-11-11 06:25:57 SE Asia Standard Time;rosiemoonart;Rosie Moon Creations;@margosteines @starbetter I’m so happy that more professors are starting to recognize what the “real” world means. With the economy forcing most students to work and mental health issues at an all time high, we need more empathetic (aka reasonable) professors like you.;0;0;0
2022-11-11 06:25:36 SE Asia Standard Time;accoon_r;Alert ????????;@TheLionThing In relation to trauma I'm reading The Body Keeps The Score. It's basically setting the foundation that trauma isn't just diagnosises, but scenarios that occurr throughout someones life directly corresponds to their mental health today. Might be insightful to you! It was for me ^^;1;0;0
2022-11-11 06:25:32 SE Asia Standard Time;ladybeastb;Claudette Thee Villain;The one misconception about people on mental health drugs is that shit isn’t supposed to effect you and you don’t get irritated or annoyed. Like I’m still HUMAN I still get pissed off! I just don’t try to kill you over it now.;0;0;0
2022-11-11 06:25:32 SE Asia Standard Time;burnerredforman;Red Forman;@rav222 @PDXOPERATOR82 @bujeeboo @OregonGovBrown @skywaker9 Guns and mental health are two separate topics that are mixed bc people want to ban guns without fixing the actual problem which is mental health;1;0;0
2022-11-11 06:25:32 SE Asia Standard Time;mrscelenajowens;??Handmaiden??of Jesus, praying His Word ??!;Hi ???? @BeavisAsk . Just out of curiosity, how did you get started in your mental health awareness campaign/platform???;1;0;2
2022-11-11 06:25:29 SE Asia Standard Time;selloranky;BIGGER MAN;@bibzyCarter Mental health;0;0;0
2022-11-11 06:25:26 SE Asia Standard Time;ayomimoses630;Haryormhide_EPL;"Revisit what the future of #mentalhealth may look like with psychedelic therapies; They’re complex solutions, with potential to prevent and alleviate all manner of disorders from addiction to PTSD.   https://t.co/mRB5I9TofN   #shege #depression #depressed #love #PTSD #MLLE  #sapa";0;0;1
2022-11-11 06:25:19 SE Asia Standard Time;steelrubber1;Steelrubber;@dallaskb90 @Mr_Communicator @TPostMillennial So, you attempted to make a claim on biology, which you were corrected on and now are backtracking and also leaving general consensus of the psychological community, and thereby ignoring mental health science. Your appeals to science are a convenience and not actual science.;0;0;0
2022-11-11 06:25:19 SE Asia Standard Time;mr_curley;Mr Curley;@CNN Your mental health is worthy of being looked at;0;0;0
2022-11-11 06:25:16 SE Asia Standard Time;em_clementine;emclem;@elle_pond An era of somehow my worst and best mental health;0;0;1
2022-11-11 06:25:16 SE Asia Standard Time;rootscounselor;Shannon Myers, MS, CRC, CIMHP;"I'm a huge collaborator, systems change worker, &amp; bridge builder.  So I'm going to add a graph to show how Integrative Medicine for Mental Health bridges &amp; fills gaps. So many still misunderstand this type of work. It's both and. Plus many areas of expertise I integrate into it.";0;0;0
2022-11-11 06:25:09 SE Asia Standard Time;politicalthot1;??;leaving work while the sun is already setting is doing irreparable damage to my mental health;1;6;26
2022-11-11 06:25:08 SE Asia Standard Time;drcybeledey;Dr Cybele Dey;@Gudanji4country So good to hear and see @Gudanji4country bringing this crucial message to the international community @COP27P #firstnationsjustice is essential for #climatejustice and to protect #mentalhealth @DocsEnvAus @amapresident @healthy_climate @SophieScamps @spenderallegra @AlboMP;0;1;2
2022-11-11 06:25:05 SE Asia Standard Time;erelogre;Rel??;"Hrs bisa bikin batasan demi our own mental health jg kalii :"" yakali yg bnr dong akuu";0;0;0
2022-11-11 06:25:05 SE Asia Standard Time;kaydonsthoughts;Kaydon;Being forced to leave Twitter will probably be fantastic for my mental health ??;0;0;0
2022-11-11 06:25:02 SE Asia Standard Time;donny_ibnu;Donny Ibnu Akbar;Beginian terus bertanya-tanya kenapa kena mental health.;0;0;0
2022-11-11 06:25:02 SE Asia Standard Time;bridginghope;Bridging Hope Counseling;#noshamenovember #mentalhealth  https://t.co/W7rYvmxidO;0;0;0
2022-11-11 06:24:55 SE Asia Standard Time;dibaga3766;Scotcop90;@WeCops @GdivReps Decide if they want us to fight crime or do the job of social work/mental health services because we can’t do both. Stop giving crime reports with enquiry for “response” to “investigate” between constant calls and other endless duties. Swap cops for civis in certain departments;0;0;0
2022-11-11 06:24:51 SE Asia Standard Time;kyleflawless;Dri ?;ele vai voltar a malhar direito vai cuidar da mental health vai dormir vai deixar a barba crescer ai q delicia esse solo do beauchamp;1;0;0
2022-11-11 06:24:51 SE Asia Standard Time;atxctp;Austin Clinical Trial Partners;Identify burnout before it leads to more mental and physical harm.  #selfcare #austin #atxctp #stress #stressrelief #stressfree #stressed #stressreliever #stressedout #stressless #stressmanagement #stressball #stressbuster #stressful #mentalhealth #clinicaltrial  https://t.co/dYdlIhT5jy;0;0;0
2022-11-11 06:24:37 SE Asia Standard Time;mattesjd;Joyce Mattes;@sayitnspinit You are really spinning out. May I suggest a mental health break?;0;0;0
2022-11-11 06:24:36 SE Asia Standard Time;beeis4beth;???? ?? Beth ?? ????;@Allen_TSS @BNODesk @lookner Probably best for their mental health that they leave now.  Stress can be a killer.;1;0;8
2022-11-11 06:24:36 SE Asia Standard Time;1freddyangel;Freddy Angel ????Interconnected Consciousness??;Most of meditations are to calm down... I also meditate for financial abundance, and to practice the law of attraction for when I'm manifesting. Mental health is an actual practice, it's not a subscription. It's sad to see people get the opposite effect, they can't cope properly.;0;0;0
2022-11-11 06:24:36 SE Asia Standard Time;prison_health;Prison_Health;Michigan - The Wayne County Sheriff's Office and the Detroit Wayne Integrated Health Network announced the launch of a free, online database providing demographic figures, mental health data and other information on the county jail population.  https://t.co/erKP2Cf7nG;0;0;0
2022-11-11 06:24:33 SE Asia Standard Time;bone45451;Bone4545;Some of the experiences I have had with athletes with mental health are serious. Theres pressure on athletes. But some have experienced failure which creates bad mental health. There should always be someone to talk too it needs to be addressed. #SPCH145tweetsJ39 #MentalHealth  https://t.co/mM7tPtk3kI;0;0;1
2022-11-11 06:24:31 SE Asia Standard Time;seanclogue;Sir Sean of Nerve.;@GGLambertesq Thanks, I've struggled a long time with various mental health issues, this is why I choose the humour thing, keeps me more up. I will sometimes post this sort of poem, things need saying, I know the bottle up route, not good.;1;0;2
2022-11-11 06:24:27 SE Asia Standard Time;pamelad_price;Pamela Denise Price;"Had the awesome pleasure to participate in the latest episode of @HealthyWomen 's weekly #womentalk show with a new shero Dr Tiffany Lange talking about #mentalhealth #women &amp; the military Please watch &amp; share   https://t.co/eLjwgEEwBT";0;3;5
2022-11-11 06:24:25 SE Asia Standard Time;kosmologyb;Ghost of Christmas Ben;just a reminder that the Melbourne lockdown wasn’t something we made up  It caused mental health issues as time went on, and was compounded with people trying to seek information during press conferences and being assaulted by Herald Sun lies  It was a very, VERY hard time;1;1;12
2022-11-11 06:24:20 SE Asia Standard Time;angelicxaries;starseed?;@DrIndyEinstein Shrooms are actually good for yo mental health when you take it properly;5;0;38
2022-11-11 06:24:16 SE Asia Standard Time;lo_la_lib;Lo La ???????????? (parody);My mental health is getting better I think I should go back to dating women (so it will get worse again);0;0;2
2022-11-11 06:24:15 SE Asia Standard Time;thepsychothera4;The Psychotherapeutic Counsellor;Need help understanding your boundaries?  https://t.co/L18Tr9EHvt #counselling #Chelmsford  #mentalhealth;0;0;0
2022-11-11 06:24:11 SE Asia Standard Time;invisiblexghost;Marcus Lopez Arguello-Wayne (H);It’s likely my anxiety but I cant help but feel out of place?  So for now… I’m taking a break until my mental health gets better.  If you want to stay in touch or anything, feel free to dm for my main twt or discord.  ????;0;0;2
2022-11-11 06:24:09 SE Asia Standard Time;opiates;Waismann Method®: Medical Opioid Detox Specialists;?? New #Podcast Episode  ?? Fear of #Relapse ???  A Must-Listen for Anyone in #AddictionRecovery ?? Full Episode ??  https://t.co/FuadkP2xCv  #iHeartRadio #spotify #podcasts #itunes #mentalhealth #Youtube #recovery #spotifypodcast #applepodcast #RapidDetox #WaismannMethod #health;0;3;3
2022-11-11 06:24:06 SE Asia Standard Time;sirgodblezz;SirGodblezz;You are not obligated to have relationships with family members who are not good for your mental health;0;0;1
2022-11-11 06:23:49 SE Asia Standard Time;muva_arii;b suga;I can’t even lie, it feels like I’m losing control of everything and my mental health is declining;0;0;0
2022-11-11 06:23:45 SE Asia Standard Time;ivxx_issa;ISSA WORLD SERIES CHAMPIONS;@itsJeffTiedrich Imagine being this obsessed. You really need an evaluation of your mental health;0;0;0
2022-11-11 06:23:43 SE Asia Standard Time;kimjamul;Kim ??;Decompensation is an end stage of malignant narcissism. He has nothing left. The psychiatrists at Duty To Warn have sounded the alarm since TFG’s candidacy. Too bad there are no skills or mental health requirements for the job of POTUS.;0;0;1
2022-11-11 06:23:43 SE Asia Standard Time;nordicwingz;?? ??????;@hoonphobia 11. Even if he turns out innocent, there is no way that the damage can be undone. Not to the members, not to the group, not to his career in Oneus, not to his own mental health and self image. Public reaction can destroy a person. A benefit of a doubt is best held until the end.;1;0;11
2022-11-11 06:23:43 SE Asia Standard Time;trashweee;ashwee;starting to be more active on twitter was one of the best choices i could have ever made for myself and my mental health;0;0;4
2022-11-11 06:23:41 SE Asia Standard Time;amielragrag;Amiel;@w_terrence not surprised.. most of those Dems elected have have mental health issue..;0;0;0
2022-11-11 06:23:41 SE Asia Standard Time;riversofmymind;Enrique Souza;@sojapojke @Stonk32428782 @aaronkingcto @elonmusk Dude my life is not based in the number of followers I have or how to bother people who doesn't have my beliefs. I have a real life, you on the other side pay way too much attention to that, it's really sad, maybe you need mental health advice, hope you fill that void one day;1;0;0
2022-11-11 06:23:41 SE Asia Standard Time;tyrhudson;Tyr Hudson;@AtlRey Poster child for mental health problems.;0;0;2
2022-11-11 06:23:33 SE Asia Standard Time;readaboutme1991;lifeofjacob.eth??;@Jampzer  https://t.co/kfHLeg2o21;0;0;0
